CODE,WINDOWS,WINDOWS,ITEM,UNIT,QTY,RATE,TOTAL
,BLANCO,BLANCO,- BLANCO 60CM GAS COOKTOP BCG604WX,EACH,,599,599
,BLANCO,BLANCO,- BLANCO 60CM SLIDE OUT RANGEHOOD BRU53X,EACH,,449,449
,BLANCO,BLANCO,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,,799,799
,BLANCO,BLANCO,BLANCO 600MM CANOPY RANGEHOOD OPTION - BLANCO 60CM CANOPY RANGEHOOD BRC60X,EACH,,599,599
,BLANCO,BLANCO,BLANCO 600MM UNDER CUPBOARD RANGEHOOD OPTION - BLANCO 60CM UNDERMOUNT RANGEHOOD BRU60X,EACH,,699,699
,BLANCO,BLANCO,- BLANCO 90CM ELECTRIC OVEN BOSE90X,EACH,,1599,1599
,BLANCO,BLANCO,- BLANCO 90CM INDUCTION COOKTOP BIC90X,EACH,,1499,1499
,BLANCO,BLANCO,- BLANCO 90CM SLIDE OUT RANGEHOOD BRU90X,EACH,,599,599
,BLANCO,BLANCO,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,,799,799
,BLANCO,BLANCO,BLANCO PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,4496,4496
,BLANCO,BLANCO,- BLANCO 90CM ELECTRIC OVEN BOSE90X,EACH,,1599,1599
,BLANCO,BLANCO,- BLANCO 90CM GAS COOKTOP BCG905WX,EACH,,899,899
,BLANCO,BLANCO,- BLANCO 90CM SLIDE OUT RANGEHOOD BRU90X,EACH,,599,599
,BLANCO,BLANCO,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,,799,799
,BLANCO,BLANCO,BLANCO PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,3896,3896
,BLANCO,BLANCO,- BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX,EACH,,2499,2499
,BLANCO,BLANCO,- BLANCO 90CM CANOPY RANGEHOOD BRC90X,EACH,,799,799
,BLANCO,BLANCO,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,,799,799
,BLANCO,BLANCO,BLANCO PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,4097,4097
,BLANCO,BLANCO,- BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX,EACH,,2499,2499
,BLANCO,BLANCO,- BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,EACH,,899,899
,BLANCO,BLANCO,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,,799,799
,BLANCO,BLANCO,BLANCO PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,4197,4197
,BLANCO,BLANCO,BLANCO 900MM CANOPY RANGEHOOD OPTION - BLANCO 90CM CANOPY RANGEHOOD BRC90X,EACH,,799,799
,BLANCO,BLANCO,BLANCO 900MM UNDER CUPBOARD RANGEHOOD OPTION - BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,EACH,,899,899
,BLANCO,BLANCO,BLANCO DISHWASHER OPTION - BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,,799,799
,,,,,,,
,,,,,,,
,ARISTON,ARISTON,,,,,
,ARISTON,ARISTON,- ARISTON 60CM ELECTRIC OVEN FA5834HIXAAUS,EACH,,1199,1199
,ARISTON,ARISTON,- ARISTON 60CM ELECTRIC COOKTOP PF604IX,EACH,,699,699
,ARISTON,ARISTON,- ARISTON 60CM SLIDE OUT RANGEHOOD ARHS60X,EACH,,399,399
,ARISTON,ARISTON,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,ARISTON,ARISTON,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,3096,3096
,ARISTON,ARISTON,- ARISTON 90CM GAS COOKTOP PKQ 755 D GH AUS,EACH,,999,999
,ARISTON,ARISTON,- ARISTON 90CM SLIDE OUT RANGEHOOD ARHS90X,EACH,,499,499
,ARISTON,ARISTON,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,ARISTON,ARISTON,- ARISTON 60CM ELECTRIC OVEN FA5834HIXAAUS,EACH,,1199,1199
,ARISTON,ARISTON,- ARISTON 60CM GAS COOKTOP PC640NTX,EACH,,699,699
,ARISTON,ARISTON,- ARISTON 60CM SLIDE OUT RANGEHOOD ARHS60X,EACH,,399,399
,ARISTON,ARISTON,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,ARISTON,ARISTON,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,3096,3096
,ARISTON,ARISTON,ARISTON 600MM CANOPY RANGEHOOD OPTION - ARISTON 60CM CANOPY RANGEHOOD ARHC60X,EACH,,499,499
,ARISTON,ARISTON,ARISTON 600MM UNDER CUPBOARD RANGEHOOD OPTION - ARISTON 60CM UNDER CUPBOARD RANGEHOOD ARU60X,EACH,,349,349
,ARISTON,ARISTON,- ARISTON 90CM BUILT-IN OVEN FI9 891 SP IX A AUS,EACH,,1899,1899
,ARISTON,ARISTON,- ARISTON 90CM INDUCTION COOKTOP NIO 844 DO B AUS,EACH,,1399,1399
,ARISTON,ARISTON,- ARISTON 90CM SLIDE OUT RANGEHOOD ARHS90X,EACH,,499,499
,ARISTON,ARISTON,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,ARISTON,ARISTON,ARISTON PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,4596,4596
,ARISTON,ARISTON,- ARISTON 90CM BUILT-IN OVEN FI9 891 SP IX A AUS,EACH,,1899,1899
,ARISTON,ARISTON,ARISTON PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,4196,4196
,ARISTON,ARISTON,- ARISTON 90CM DUAL FUEL FREESTANDING COOKER CP059MDX,EACH,,2899,2899
,ARISTON,ARISTON,- ARISTON 90CM CANOPY RANGEHOOD ARHC90X,EACH,,699,699
,ARISTON,ARISTON,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,ARISTON,ARISTON,ARISTON PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,4397,4397
,ARISTON,ARISTON,- ARISTON 90CM DUAL FUEL FREESTANDING COOKER CP059MDX,EACH,,2899,2899
,ARISTON,ARISTON,- ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X,EACH,,499,499
,ARISTON,ARISTON,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,ARISTON,ARISTON,ARISTON PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,4197,4197
,ARISTON,ARISTON,ARISTON 900MM CANOPY RANGEHOOD OPTION - ARISTON 90CM CANOPY RANGEHOOD ARHC90X,EACH,,699,699
,ARISTON,ARISTON,ARISTON 900MM UNDER CUPBOARD RANGEHOOD OPTION - ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X,EACH,,499,499
,ARISTON,ARISTON,ARISTON DISHWASHER OPTION - ARISTON 60CM DISHWASHER LFO3C23WF,EACH,,799,799
,,,,,,,
,,,,,,,
,WESTINGHOUSE,WESTINGHOUSE,,,,,
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM CERAMIC COOKTOP WHC642BC,EACH,,699,699
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,EACH,,449,449
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,2746,2746
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM GAS COOKTOP WHG644SC,EACH,,699,699
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,EACH,,449,449
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,2746,2746
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE 600MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD,EACH,,549,549
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE 600MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA,EACH,,360,360
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,EACH,,1999,1999
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM INDUCTION COOKTOP WHI955BD,EACH,,1799,1799
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,EACH,,599,599
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,5196,5196
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,EACH,,1999,1999
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM GAS COOKTOP WHG958SC,EACH,,1099,1099
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,EACH,,599,599
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,4496,4496
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,EACH,,1444,1444
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,EACH,,599,599
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,2842,2842
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,EACH,,1444,1444
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,EACH,,298,298
,WESTINGHOUSE,WESTINGHOUSE,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,2541,2541
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE 900MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,EACH,,599,599
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE 900MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,EACH,,298,298
,WESTINGHOUSE,WESTINGHOUSE,WESTINGHOUSE DISHWASHER OPTION - WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,,799,799
,,,,,,,
,,,,,,,
,SMEG,SMEG,,,,,
,SMEG,SMEG,- SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,EACH,,1299,1299
,SMEG,SMEG,- SMEG 60CM INDUCTION COOKTOP SI2641D,EACH,,1299,1299
,SMEG,SMEG,- SMEG 60CM SLIDEOUT RANGEHOOD STH600X,EACH,,899,899
,SMEG,SMEG,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,SMEG,SMEG,SMEG PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,5096,5096
,SMEG,SMEG,- SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,EACH,,1299,1299
,SMEG,SMEG,- SMEG 60CM GAS COOKTOP PGA64,EACH,,1199,1199
,SMEG,SMEG,- SMEG 60CM SLIDEOUT RANGEHOOD STH600X,EACH,,899,899
,SMEG,SMEG,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,SMEG,SMEG,SMEG PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,4996,4996
,SMEG,SMEG,SMEG 600MM CANOPY RANGEHOOD OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1,EACH,,788,788
,SMEG,SMEG,SMEG 600MM UNDER CUPBOARD RANGEHOOD OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X,EACH,,999,999
,SMEG,SMEG,- SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,EACH,,3999,3999
,SMEG,SMEG,- SMEG 90CM INDUCTION COOKTOP SAI4954D,EACH,,3299,3299
,SMEG,SMEG,- SMEG 90CM SLIDEOUT RANGEHOOD STH900X,EACH,,1199,1199
,SMEG,SMEG,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,SMEG,SMEG,SMEG PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,10096,10096
,SMEG,SMEG,- SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,EACH,,3999,3999
,SMEG,SMEG,- SMEG 90CM GAS COOKTOP PGA95,EACH,,1999,1999
,SMEG,SMEG,- SMEG 90CM SLIDEOUT RANGEHOOD STH900X,EACH,,1199,1199
,SMEG,SMEG,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,SMEG,SMEG,SMEG PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,8796,8796
,SMEG,SMEG,- SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1,EACH,,2690,2690
,SMEG,SMEG,- SMEG 90CM CANOPY RANGEHOOD SHW910X2,EACH,,1750,1750
,SMEG,SMEG,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,SMEG,SMEG,SMEG PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,6039,6039
,SMEG,SMEG,- SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1,EACH,,2690,2690
,SMEG,SMEG,- SMEG 90CM UNDERMOUNT RANGEHOOD PUM901X,EACH,,1499,1499
,SMEG,SMEG,- SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,SMEG,SMEG,SMEG PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,5788,5788
,SMEG,SMEG,SMEG 900MM CANOPY RANGEHOOD OPTION - SMEG 90CM CANOPY RANGEHOOD SHW910X2,EACH,,1750,1750
,SMEG,SMEG,SMEG 900MM UNDER CUPBOARD RANGEHOOD OPTION - SMEG 90CM UNDERMOUNT RANGEHOOD PUM901X,EACH,,1499,1499
,SMEG,SMEG,SMEG DISHWASHER OPTION - SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,,1599,1599
,,,,,,,
,,,,,,,
,,,,,,,
CODE,TILING,TILING,ITEM,UNIT,QTY,RATE,TOTAL
,,,,,,,
,,KITCHEN,,,,,
,KITCHEN,KITCHEN,SPLASHBACK,M2,,,
,,,,,,,
,,,,,,,
,,BATHROOM,,,,,
,BATHROOM,BATHROOM,WALL TILES,M2,,,
,BATHROOM,BATHROOM,FLOOR TILES,M2,,,
,BATHROOM,BATHROOM,SHOWER RECESS,M2,,,
,BATHROOM,BATHROOM,BATH ARPON (1.8 M2),M2,,,
,BATHROOM,BATHROOM,BATH HOB (1 M2),M2,,,
,BATHROOM,BATHROOM,SPLASHBACK,M2,,,
,BATHROOM,BATHROOM,SOAP HOLDER,EACH,,,
,BATHROOM,BATHROOM,FEATURE TILES,M2,,,
,BATHROOM,BATHROOM,OTHER,M2,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,ENSUITE,,,,,
,ENSUITE,ENSUITE,WALL TILES,M2,,,
,ENSUITE,ENSUITE,FLOOR TILES,M2,,,
,ENSUITE,ENSUITE,SHOWER RECESS,EACH,,,
,ENSUITE,ENSUITE,BATH ARPON (1.8 M2),M2,,,
,ENSUITE,ENSUITE,BATH HOB (1 M2),M2,,,
,ENSUITE,ENSUITE,SPLASHBACK,M2,,,
,ENSUITE,ENSUITE,SOAP HOLDER,EACH,,,
,ENSUITE,ENSUITE,FEATURE TILES,M2,,,
,ENSUITE,ENSUITE,OTHER,M2,,,
,,,,,,,
,,,,,,,
,,LAUNDRY,,,,,
,LAUNDRY,LAUNDRY,WALL TILES,M2,,,
,LAUNDRY,LAUNDRY,FLOOR TILES,M2,,,
,,,,,,,
,,,,,,,
,,TOILET/POWDER ROOM,,,,,
,TOILET/POWDER ROOM,TOILET/POWDER ROOM,WALL TILES,M2,,,
,TOILET/POWDER ROOM,TOILET/POWDER ROOM,FLOOR TILES,M2,,,
,,,,,,,
,,,,,,,
,,INDOOR AREAS,,,,,
,MAIN FLOOR TILE,MAIN FLOOR TILE,,M2,,,
,,,,,,,
,,,,,,,
,,OUTDOOR AREAS,,,,,
,ALFRESCO,ALFRESCO,FLOOR TILES,M2,,,
,BALCONY,BALCONY,FLOOR TILES,M2,,,
,PORCH,PORCH,FLOOR TILES,M2,,,
,MISC AREAS,MISC AREAS,FLOOR TILES,M2,,,
,,,,,,,
,,,,,,,
,,,,,,,
CODE,PLUMBING FITTINGS & TAPWEAR,PLUMBING FITTINGS & TAPWEAR,ITEM,UNIT,QTY,RATE,TOTAL
,KITCHEN SINKS,KITCHEN SINKS,RAYMOR ATLANTIC 1 3/4 BOWL,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,RAYMOR ARABIAN 1 3/4 BOWL 1080mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,RAYMOR CORAL 1 3/4 BOWL 1080mm w COL & BRD,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,OLIVERI DIAZ DZ111/112 1 3/4 BOWL 1080mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,JAVA DBL BOWL U/MOUNT 880mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,OLIVERI DIAZ DBL BOWL U/MOUNT 770mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,ELAN DBL BOWL U/MOUNT 690mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,OLIVERI EL001/002 1 1/2 BOWL 980mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,OLIVERI EL011/012 1/1/2 BOWL 1080mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,OLIVERI EL071/072 DBL BOWL 1135mm,EACH,,,
,KITCHEN SINKS,KITCHEN SINKS,OLIVERI EL063U DBL BOWL U/MOUNT,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,RAYMOR CLERMONT,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,RAYMOR VICTORIA SPRAY,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,RAYMOR ACADEMY PILLAR,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,RAYMOR TORINO GOOSENECK,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,KOHLER SINGULAR,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,RAYMOR TORINO MULTI FUNCTION MIXER,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,SINK MIXER ARTESIAN - TRADELINK,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,KOHLER JULY MIXER,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,KOHLER VITEO/PIN,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,OLIVERI SINGLE LEVER MIXER,EACH,,,
,KITCHEN TAPS,KITCHEN TAPS,OLIVERI SINGLE LEVER GOOSENECK,EACH,,,
,VANITY BASINS,VANITY BASINS,CORAL 560 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR AMETHYST 405 x 410 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR AMETHYST 500 x 445 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER FOREFRONT VESSEL 580 WIDE 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER VESSEL FOREFRONT NO T/H 413 WIDE,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER CONICAL BELL VESSEL,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR CORAL SEMI RECESSED 1 T/H 500 x 430,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR AQUAMARINE SEMI RECESSED 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,SAPPHIRE ROUND U/MOUNT 385 WIDE,EACH,,,
,VANITY BASINS,VANITY BASINS,SAPPHIRE RECT U/MOUNT 500 x 375,EACH,,,
,VANITY BASINS,VANITY BASINS,LADENA UNDER COUNTER BASIN,EACH,,,
,VANITY BASINS,VANITY BASINS,QUARTZ WALL MOUNT 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR CORAL WALL MOUNT 1 T/H,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR CORAL PEDESTAL STAND,EACH,,,
,VANITY BASINS,VANITY BASINS,PRESQUILE WALL MOUNT 450 W/TOWEL RAIL,EACH,,,
,VANITY BASINS,VANITY BASINS,ESCALE 500 WALL MOUNT 1 T/H W/ TOWEL RAIL,EACH,,,
,VANITY BASINS,VANITY BASINS,PLUG & WASTE SET - POP UP,EACH,,,
,VANITY BASINS,VANITY BASINS,BASIN MIXERS,,,,
,VANITY BASINS,VANITY BASINS,RAYMOR CLERMONT,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR ACADEMY PILLAR 76mm,EACH,,,
,VANITY BASINS,VANITY BASINS,RAYMOR ACADEMY PILLAR 220mm,EACH,,,
,VANITY BASINS,VANITY BASINS,ARTISIAN BASIN MIXER,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER JULY,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER VITEO PIN,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER SINGULIER,EACH,,,
,VANITY BASINS,VANITY BASINS,KOHLER SINGULIER TALL,EACH,,,
,WALL MIXERS,WALL MIXERS,RAYMOR CLERMONT,EACH,,,
,WALL MIXERS,WALL MIXERS,RAYMOR ACADEMY PILLAR,EACH,,,
,WALL MIXERS,WALL MIXERS,KOHLER JULY,EACH,,,
,WALL MIXERS,WALL MIXERS,KOHLER VITEO PIN,EACH,,,
,WALL MIXERS,WALL MIXERS,KOHLER SINGULIER,EACH,,,
,BATH SPOUTS,BATH SPOUTS,RAYMOR UPSWEPT,EACH,,,
,BATH SPOUTS,BATH SPOUTS,RAYMOR RODIN,EACH,,,
,BATH SPOUTS,BATH SPOUTS,TESSA,EACH,,,
,BATH SPOUTS,BATH SPOUTS,BROADWAY,EACH,,,
,BATH SPOUTS,BATH SPOUTS,ACADEMY 175mm,EACH,,,
,BATH SPOUTS,BATH SPOUTS,ACADEMY 115mm,EACH,,,
,BATH SPOUTS,BATH SPOUTS,RODIN HOB MOUNT,EACH,,,
,BATH SPOUTS,BATH SPOUTS,BOSTON ACADEMY,EACH,,,
,SHOWERS,SHOWERS,RAYMOR TAPAC SINGLE FUNCTION,EACH,,,
,SHOWERS,SHOWERS,KOHLER ELEVATION,EACH,,,
,SHOWERS,SHOWERS,RAYMOR BOSTON,EACH,,,
,SHOWERS,SHOWERS,KOHLER FLIPSIDE 4,EACH,,,
,SHOWERS,SHOWERS,RAYMOR AMADA 3 FUNCTION,EACH,,,
,SHOWERS,SHOWERS,BONDI RAIL,EACH,,,
,SHOWERS,SHOWERS,KOHLER SLIDE RAIL WITH FLIPSIDE 4 HEAD,EACH,,,
,SHOWERS,SHOWERS,TWIN WATERS RAIL WITH COSMIC & BONDI HEADS,EACH,,,
,SHOWERS,SHOWERS,KOHLER SQUARE 20mm RAIN KATALYST ON RAIL,EACH,,,
,SHOWERS,SHOWERS,KOHLER ROUND 20mm RAIN KATALYST ON RAIL,EACH,,,
,SHOWERS,SHOWERS,KOHLER CEILING MOUNT ARM,EACH,,,
,SHOWERS,SHOWERS,KATALYST RAIN HEAD 250mm SQUARE,EACH,,,
,SHOWERS,SHOWERS,KATALYST RAIN HEAD 250mm ROUND,EACH,,,
,TOILETS,TOILETS,PRIMA LINK SUITE,EACH,,,
,TOILETS,TOILETS,ANDORRA II (SHORTEN) CLOSE COUPLE,EACH,,,
,TOILETS,TOILETS,ARTEGO C/C,EACH,,,
,TOILETS,TOILETS,KOHLER PANACHE C/C,EACH,,,
,TOILETS,TOILETS,BANKSIA W/FACE C/C,EACH,,,
,TOILETS,TOILETS,CAROME ARTEGO WALL FACED,EACH,,,
,TOILETS,TOILETS,KOHLER PARLIAMENT,EACH,,,
,TOILETS,TOILETS,PANACHE WITH INWALL CISTERN,EACH,,,
,BATHS,BATHS,RAYMOR RECLINE 1510mm,EACH,,,
,BATHS,BATHS,RAYMOR RECLINE 1650mm,EACH,,,
,BATHS,BATHS,NOVARA DECINA 1525mm,EACH,,,
