pack_id,pack_source_row_id,brand,pack_name,pack_price,component_product_id,component_source_row_id,component_family,contains_oven,contains_cooktop,contains_rangehood,contains_dishwasher,contains_microwave,contains_refrigerator,contains_freestanding_cooker,contains_other_appliance_component,unresolved_component_families
pack:appliances:euromaid:euromaid-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1196,Euromaid,EUROMAID PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:euromaid:rs9s,1199,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:euromaid:euromaid-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1196,Euromaid,EUROMAID PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:dishwashers:euromaid:edw14s,1200,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:euromaid:euromaid-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1201,Euromaid,EUROMAID PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2796,product:appliances:freestanding-cookers:euromaid:gg90s,1202,freestanding-cookers,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:euromaid:euromaid-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1201,Euromaid,EUROMAID PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2796,product:appliances:rangehoods:euromaid:cpt9mb,1203,rangehoods,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:euromaid:euromaid-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1201,Euromaid,EUROMAID PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2796,product:appliances:dishwashers:euromaid:edw14s,1204,dishwashers,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:euromaid:euromaid-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1205,Euromaid,EUROMAID PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,2803,product:appliances:freestanding-cookers:euromaid:gg90s,1206,freestanding-cookers,false,false,true,true,false,false,true,false,
pack:appliances:euromaid:euromaid-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1205,Euromaid,EUROMAID PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,2803,product:appliances:rangehoods:euromaid:fs90s,1207,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:euromaid:euromaid-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1205,Euromaid,EUROMAID PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,2803,product:appliances:dishwashers:euromaid:edw14s,1208,dishwashers,false,false,true,true,false,false,true,false,
pack:appliances:euromaid:euromaid-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1209,Euromaid,EUROMAID PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2597,product:appliances:rangehoods:euromaid:cpt9mb,1210,rangehoods,false,false,true,true,false,false,true,false,freestanding-cookers
pack:appliances:euromaid:euromaid-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1209,Euromaid,EUROMAID PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2597,product:appliances:rangehoods:euromaid:fs90s,1211,rangehoods,false,false,true,true,false,false,true,false,freestanding-cookers
pack:appliances:euromaid:euromaid-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1209,Euromaid,EUROMAID PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2597,product:appliances:dishwashers:euromaid:edw14s,1212,dishwashers,false,false,true,true,false,false,true,false,freestanding-cookers
pack:appliances:omega:omega-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1213,Omega,OMEGA PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2996,product:appliances:ovens:omega:obo660x,1214,ovens,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1213,Omega,OMEGA PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2996,product:appliances:cooktops:omega:oci64z,1215,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1213,Omega,OMEGA PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2996,product:appliances:rangehoods:omega:ort6wba,1216,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1213,Omega,OMEGA PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,2996,product:appliances:dishwashers:omega:odw702xb,1217,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1218,Omega,OMEGA PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2496,product:appliances:ovens:omega:obo660x,1219,ovens,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1218,Omega,OMEGA PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2496,product:appliances:cooktops:omega:ocg604x,1220,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1218,Omega,OMEGA PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2496,product:appliances:rangehoods:omega:ort6wba,1221,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1218,Omega,OMEGA PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2496,product:appliances:dishwashers:omega:odw702xb,1222,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1223,Omega,OMEGA PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,1996,product:appliances:rangehoods:omega:orc60x,1224,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1223,Omega,OMEGA PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,1996,product:appliances:rangehoods:omega:orf60x,1225,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1223,Omega,OMEGA PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,1996,product:appliances:ovens:omega:obo960x1,1226,ovens,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1223,Omega,OMEGA PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,1996,product:appliances:cooktops:omega:oi90z,1227,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1223,Omega,OMEGA PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,1996,product:appliances:rangehoods:omega:ort9wxa,1228,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1223,Omega,OMEGA PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,1996,product:appliances:dishwashers:omega:odw702xb,1229,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:omega:omega-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1230,Omega,OMEGA PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,3696,product:appliances:dishwashers:omega:odw702xb,1231,dishwashers,true,true,true,true,false,false,false,false,ovens|cooktops|rangehoods
pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1232,Omega,OMEGA PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,3147,product:appliances:freestanding-cookers:omega:of916fx,1233,freestanding-cookers,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1232,Omega,OMEGA PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,3147,product:appliances:rangehoods:omega:orc90x,1234,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1232,Omega,OMEGA PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,3147,product:appliances:dishwashers:omega:odw702xb,1235,dishwashers,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2947,product:appliances:freestanding-cookers:omega:of916fx,1237,freestanding-cookers,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2947,product:appliances:rangehoods:omega:orf90x,1238,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2947,product:appliances:dishwashers:omega:odw702xb,1239,dishwashers,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2947,product:appliances:rangehoods:omega:orc90x,1240,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2947,product:appliances:rangehoods:omega:orf90x,1241,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,2947,product:appliances:dishwashers:omega:odw702xb,1242,dishwashers,false,false,true,true,false,false,true,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:ovens:blanco:bose65xm,1243,ovens,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:cooktops:blanco:bcc604t,1244,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:rangehoods:blanco:bru53x,1245,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:dishwashers:blanco:bdw146x,1246,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:ovens:blanco:bose65xm,1248,ovens,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:cooktops:blanco:bcg604wx,1249,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:rangehoods:blanco:bru53x,1250,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:dishwashers:blanco:bdw146x,1251,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:rangehoods:blanco:brc60x,1252,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:rangehoods:blanco:bru60x,1253,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:ovens:blanco:bose90x,1254,ovens,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:cooktops:blanco:bic90x,1255,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:rangehoods:blanco:bru90x,1256,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,2746,product:appliances:dishwashers:blanco:bdw146x,1257,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1258,Blanco,BLANCO PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4496,product:appliances:ovens:blanco:bose90x,1259,ovens,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1258,Blanco,BLANCO PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4496,product:appliances:cooktops:blanco:bcg905wx,1260,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1258,Blanco,BLANCO PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4496,product:appliances:rangehoods:blanco:bru90x,1261,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1258,Blanco,BLANCO PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4496,product:appliances:dishwashers:blanco:bdw146x,1262,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1263,Blanco,BLANCO PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,3896,product:appliances:freestanding-cookers:blanco:bfs90wx,1264,freestanding-cookers,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1263,Blanco,BLANCO PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,3896,product:appliances:rangehoods:blanco:brc90x,1265,rangehoods,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1263,Blanco,BLANCO PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,3896,product:appliances:dishwashers:blanco:bdw146x,1266,dishwashers,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1267,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,4097,product:appliances:freestanding-cookers:blanco:bfs90wx,1268,freestanding-cookers,false,false,true,true,false,false,true,false,
pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1267,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,4097,product:appliances:rangehoods:blanco:bru90ux,1269,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1267,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,4097,product:appliances:dishwashers:blanco:bdw146x,1270,dishwashers,false,false,true,true,false,false,true,false,
pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1271,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,4197,product:appliances:rangehoods:blanco:brc90x,1272,rangehoods,false,false,true,true,false,false,true,false,freestanding-cookers
pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1271,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,4197,product:appliances:rangehoods:blanco:bru90ux,1273,rangehoods,false,false,true,true,false,false,true,false,freestanding-cookers
pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,1271,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,4197,product:appliances:dishwashers:blanco:bdw146x,1274,dishwashers,false,false,true,true,false,false,true,false,freestanding-cookers
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:ovens:ariston:fa5834hixaaus,1275,ovens,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:cooktops:ariston:pf604ix,1276,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:ariston:arhs60x,1277,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:dishwashers:ariston:lfo3c23wf,1278,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:cooktops:ariston:pkq-755-d-gh-aus,1280,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:ariston:arhs90x,1281,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:dishwashers:ariston:lfo3c23wf,1282,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:ovens:ariston:fa5834hixaaus,1283,ovens,true,true,true,true,false,false,false,false,
